station_uuid,latitude,longitude
005056a9-4231-1edd-999c-548d386543a9,49.350896,8.630668
005056a9-4231-1edd-999c-6a64ec8883dc,50.454275,7.866716
005056a9-4231-1edd-999c-8cd495aa044c,49.272815,11.599744
005056a9-4231-1edd-999c-afabd813e484,48.585018,10.177258
005056a9-4231-1edd-999c-bceb271484b7,49.644381,8.551927
005056a9-4231-1edd-999d-d29108668792,49.35606,11.204126
005056a9-4231-1edd-999d-e11bae5da7c7,49.360721,11.201893
005056a9-4231-1edd-999d-fc8713658807,48.615126,8.906238
005056a9-4231-1eec-9df4-75c2da38905e,48.498329,9.216542
005056a9-4231-1eed-8283-e5f2b571088d,47.738556,9.598474
005056a9-4231-1eed-84fe-de436f9f6d8e,50.824047,7.940189
005056a9-4231-1eed-97d2-14897ad248d1,51.247927,10.655534
005056a9-4231-1eed-9edd-fff7eccec466,48.838169,11.468576
005056a9-4231-1eed-a5ca-a586a706c769,50.64383874,6.940713341
005056a9-779e-1ed6-b4e8-7a7caf0acea1,53.386354,7.953946
005056a9-779e-1ed7-86f3-b0464b23d308,51.766614,7.922985
005056a9-779e-1ed7-8988-6fa5c7da9ac8,51.317282,12.310351
005056a9-779e-1ed7-97ff-7db7ac6181da,51.285401,11.569991
005056a9-779e-1ed8-a5b5-1da5133e0c18,51.675738,6.961113
005056a9-779e-1ed8-b8a0-0d30791118b3,49.904204,6.541799
005056a9-779e-1ed9-8483-ceb40dd64399,50.995313,5.923923
005056a9-779e-1eda-929a-0ea0bfb90890,50.097218,11.44465
005056a9-779e-1edb-9dee-a8c00810dfc1,51.856763,10.160649
005056a9-779e-1edb-a0a2-f769fd3ddc06,50.584125,8.687464
005056a9-779e-1edd-b8d0-f728e59cfa00,48.757178,9.273507
005056a9-779e-1edd-b8d1-136a2daa1b69,48.880212,9.218223
005056a9-779e-1ede-9de6-b39eb59c5d6d,50.644664,10.686385
005056a9-779e-1ee6-b4cf-323c24d19fb9,52.049049,10.007356
005056a9-779e-1ee7-84f6-a46c20049301,50.898563,12.43881
005056a9-779e-1ee7-86a8-143b93b38e95,51.063654,12.137803
005056a9-779e-1ee7-87bf-483f5b7a58cc,51.287542,12.19303
005056a9-779e-1ee7-89d2-58a3b4f13979,51.350155,12.463541
005056a9-779e-1ee7-b0fa-b6336badd11b,48.704176,9.007745
005056a9-779e-1ee8-8cd1-9e524307a699,50.131974,9.134606
005056a9-779e-1ee9-81a5-0ae97d8d86da,52.425911,13.394271
005056a9-779e-1ee9-9ef8-dbd1e993451b,48.532895,9.077268
005056a9-779e-1ee9-b495-53b6966a47f7,49.58332,7.116029
005056a9-779e-1ee9-b495-674d301b0801,48.145232,11.472481
005056a9-779e-1eeb-a4c7-ade5f14d50d6,51.35496,10.91148
005056a9-779e-1eec-8fb1-9cf11c7c8e2d,51.0443,7.02325
005056a9-779e-1eec-bc91-680eb7738e72,48.66837,7.94552
005056a9-779e-1eed-9ec7-8ab7d2a70692,48.900593,8.729576
005056a9-779e-1eed-9edd-149d787ac520,50.762222,9.791924
005056a9-779e-1eed-a8f7-ec3078c69fac,49.750343,6.636569
005056a9-779e-1eed-b8d2-6fbbdeb44c97,48.548462,9.273639
005056a9-779e-1eed-b8d2-71999aa40ca8,48.786859,11.385174
005056a9-779e-1eed-b8d2-980e21506e79,48.471249,11.963607
005056a9-779e-1eed-bbb6-1fc33b544c50,48.306897,11.88466
005056a9-779e-1eed-bbb6-313b1a25cce4,49.318314,11.33912
005056a9-779e-1eed-bbb6-3da58d1f0d64,49.292967,10.604189
005056a9-779e-1eed-bbb6-77fd47230f11,50.168208,12.108656
005056a9-779e-1eed-bbb6-8713cca50f92,50.101007,11.391057
005056a9-779e-1eed-bbb6-8ef47f7a8fb9,49.884606,10.915237
005056a9-779e-1eed-bbb6-985bccab1013,50.070758,8.481262
005056a9-779e-1eed-bbb6-aa47edc450b9,48.176575,11.259884
005056a9-779e-1eed-bbb6-ac92adf850cd,48.060311,12.17396
005056a9-779e-1eed-bbb6-b46fc52bd0e7,49.726295,11.057795
005056a9-779e-1eed-bbb6-bb66f64e510e,50.153955,11.177176
005056a9-779e-1eed-bbb6-c26f49c8116b,49.453846,11.001812
005056a9-779e-1eed-bee0-f2653bfc9e59,50.266306,10.957376
005056a9-779e-1eee-84b7-273072ea0e9f,48.870711,8.63189
005056ba-7cb6-1ed2-bceb-4fbf08d5ed12,52.51065,9.4779
005056ba-7cb6-1ed2-bceb-501373eb0d12,51.60249,11.479458
005056ba-7cb6-1ed2-bceb-504b1b68ad12,52.633451,9.930741
005056ba-7cb6-1ed2-bceb-508665b80d12,51.688483,7.794322
005056ba-7cb6-1ed2-bceb-50c333300d12,53.029241,10.409246
005056ba-7cb6-1ed2-bceb-5113f4c1cd12,54.32964,10.19645
005056ba-7cb6-1ed2-bceb-51568feded12,53.364301,10.549973
005056ba-7cb6-1ed2-bceb-519b93268d12,52.288749,8.898652
005056ba-7cb6-1ed2-bceb-51d2466e8d12,51.301841,10.773535
005056ba-7cb6-1ed2-bceb-520e74b10d12,53.957207,9.611447
005056ba-7cb6-1ed2-bceb-524c85350d12,53.685795,9.673604
005056ba-7cb6-1ed2-bceb-5286b6a9cd12,53.540467,10.202723
005056ba-7cb6-1ed2-bceb-52bb882c0d12,54.187224,10.758094
005056ba-7cb6-1ed2-bceb-52f6110f4d12,53.38483,10.54398
005056ba-7cb6-1ed2-bceb-5332ab168d12,53.74215,9.94124
005056ba-7cb6-1ed2-bceb-536b86bb8d12,53.027477,8.973356
005056ba-7cb6-1ed2-bceb-53a374868d12,52.207336,8.801752
005056ba-7cb6-1ed2-bceb-541155f5ad15,52.079118,7.306474
005056ba-7cb6-1ed2-bceb-544c1759cd15,52.939595,12.388276
005056ba-7cb6-1ed2-bceb-54849de84d15,53.797944,9.436347
005056ba-7cb6-1ed2-bceb-54b8746ccd15,51.279302,7.073541
005056ba-7cb6-1ed2-bceb-54ee38718d15,51.674376,6.944018
005056ba-7cb6-1ed2-bceb-5527c8014d15,51.836282,7.283866
005056ba-7cb6-1ed2-bceb-556483a30d15,51.854245,8.298661
005056ba-7cb6-1ed2-bceb-559e51ce4d15,51.308643,7.10701
005056ba-7cb6-1ed2-bceb-55dc09ec4d15,51.93048,8.88276
005056ba-7cb6-1ed2-bceb-561475e98d15,51.99641,8.593849
005056ba-7cb6-1ed2-bceb-564f94614d15,51.395127,7.768816
005056ba-7cb6-1ed2-bceb-568a4bb56d15,52.273804,8.901536
005056ba-7cb6-1ed2-bceb-56c52ab44d16,51.881995,8.511473
